Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Applications Support Specialist;Basata ;Mokattam, Cairo, Egypt ;14 days ago;Full Time;Full TimeShift BasedExperienced  1 - 2 Yrs of Exp  Customer Service/Support  IT/Software Development  Engineering - Telecom/Technology  Customer Support  Information Technology (IT)  Linux  Oracle  Database  Computer Engineering  Customer Service;https://wuzzuf.net/jobs/p/JHXaTj3n3Xqj-Applications-Support-Specialist-Basata-Cairo-Egypt?o=449&l=sp&t=sj&a=data|search-v3|navbl;;
Costing Manager;El-Mohandes Coating & Solvents ;Alexandria, Egypt ;14 days ago;Full Time;Full TimeManager  10 - 14 Yrs of Exp  Accounting/Finance  Manufacturing/Production  Accounting  Costing  costing manager  Finance  Financial Analysis  Financial Management  Budgeting  Budget Monitoring;https://wuzzuf.net/jobs/p/NB5YPOekPWP0-Costing-Manager-El-Mohandes-Coating-Solvents-Alexandria-Egypt?o=450&l=sp&t=sj&a=data|search-v3|navbl;;
Admin Coordinator;IQVIA Holdings Inc. ;Dubai, United Arab Emirates ;27 minutes ago;Full Time;Full TimeNot specified  Administration  Customer Service/Support  Sales/Retail  Administration  Admin  Microsoft Office  Office Management  Secretary  Sales  Customer Service;https://wuzzuf.net/jobs/p/DKoj14suDSf0-Admin-Coordinator-IQVIA-Holdings-Inc-Dubai-United-Arab-Emirates?o=451&l=sp&t=sj&a=data|search-v3|navbl;;
DevOps Engineer;ECS ME ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Information Technology (IT)  DevOps  Software Development  Software Engineering  Engineering  Computer Engineering;https://wuzzuf.net/jobs/p/OqsJLESKKD7A-DevOps-Engineer-ECS-ME-Dubai-United-Arab-Emirates?o=452&l=sp&t=sj&a=data|search-v3|navbl;;
Total Rewards Specialist;Power International Holding ;Doha, Qatar ;1 hour ago;Full Time;"Full TimeExperienced  Business Development  Human Resources  Analyst/Research  Human Resources (HR)  Compensation  Analytical Skills  Benefits  Business Development  Communication Skills  Compensation &amp; Benefits";https://wuzzuf.net/jobs/p/OXYJ7f3dEDrO-Total-Rewards-Specialist-Power-International-Holding-Doha-Qatar?o=453&l=sp&t=sj&a=data|search-v3|navbl;;
Continuous Improvement & Transformation Manager;Qatar Airways - Other locations ;Doha, Qatar ;21 days ago;Full Time;Full TimeNot specified  Manufacturing/Production  Quality  Engineering - Mechanical/Electrical  Engineering  Six Sigma  Continuous Improvement  English  Lean  Microsoft Office  Black Belt;https://wuzzuf.net/jobs/p/DjOPTXO4nUa5-Continuous-Improvement-Transformation-Manager-Qatar-Airways---Other-locations-Doha-Qatar?o=454&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Backend Software Engineer;Si-Ware System ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Engineering  Software Development  Engineering  Computer Engineering  Software Testing;https://wuzzuf.net/jobs/p/QcGLwdzU2wgX-Senior-Backend-Software-Engineer-Si-Ware-System-Cairo-Egypt?o=455&l=sp&t=sj&a=data|search-v3|navbl;;
Internal Auditor Manager / Senior Manager;Venus International Free Zone  ;Dkhaila, Alexandria, Egypt ;19 days ago;Full Time;Full TimeManager  5 - 10 Yrs of Exp  Accounting/Finance  Accounting  auditor  Auditing  CIA  CPA  Finance  Internal auditor;https://wuzzuf.net/jobs/p/rONEM6DZ0MmG-Internal-Auditor-Manager-Senior-Manager-Venus-International-Free-Zone-Alexandria-Egypt?o=456&l=sp&t=sj&a=data|search-v3|navbl;;
Informatica Developer - In KSA;Ejada  ;Cairo, Egypt ;19 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Informatica  Information Technology (IT);https://wuzzuf.net/jobs/p/orDXzVbdJc2Z-Informatica-Developer---In-KSA-Ejada-Cairo-Egypt?o=457&l=sp&t=sj&a=data|search-v3|navbl;;
FP&A Head;Al Dahra Agriculture ;Heliopolis, Cairo, Egypt ;19 days ago;Full Time;Full TimeManager  8 - 12 Yrs of Exp  Accounting/Finance  Financial Analysis  Financial Planning;https://wuzzuf.net/jobs/p/w8mOFB02j0sl-FPA-Head-Al-Dahra-Agriculture-Cairo-Egypt?o=458&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Financial Analyst (Egypt);Sary Technologies ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  IT/Software Development  Analyst/Research  Finance  Accounting  Financial Analysis  Information Technology (IT)  Analysis  Computer Science  Business Analysis;https://wuzzuf.net/jobs/p/CxW49pNCwEQx-Senior-Financial-Analyst-Egypt-Sary-Technologies-Cairo-Egypt?o=459&l=sp&t=sj&a=data|search-v3|navbl;;
General & Administrative;Incorta Inc. ;Cairo, Egypt ;13 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Business Development  Sales/Retail  Finance  Accounting  Sales  Lead Generation  Sales Skills  Financial Analysis  Financial Management;https://wuzzuf.net/jobs/p/yNjQ0SDuFmRz-General-Administrative-Incorta-Inc-Cairo-Egypt?o=460&l=sp&t=sj&a=data|search-v3|navbl;;
Total Rewards Specialist;UrbaCon Contracting & Trading Company ;Doha, Qatar ;14 days ago;Full Time;"Full TimeNot specified  Business Development  Human Resources  Analyst/Research  Human Resources (HR)  Compensation  Analytical Skills  Benefits  Business Development  Communication Skills  Compensation &amp; Benefits";https://wuzzuf.net/jobs/p/6DV0yGPkc29w-Total-Rewards-Specialist-UrbaCon-Contracting-Trading-Company-Doha-Qatar?o=461&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Coordinator - Salesforce;PaxeraHealth ;Cairo, Egypt ;23 days ago;Full Time;Full TimeNot specified  Administration  Customer Service/Support  Sales/Retail  Sales  Sales Skills  Administration  Customer Service  Sales Target  Microsoft Office  Customer Support;https://wuzzuf.net/jobs/p/UWgOdMMDbXZx-Sales-Coordinator---Salesforce-PaxeraHealth-Cairo-Egypt?o=462&l=sp&t=sj&a=data|search-v3|navbl;;
PHP Developer;Hayati SRL ;Cairo, Egypt ;23 days ago;Full Time;Full TimeWork From HomeExperienced  1 - 3 Yrs of Exp  IT/Software Development  PHP  Software Development;https://wuzzuf.net/jobs/p/OQPnq24chkoG-PHP-Developer-Hayati-SRL-Cairo-Egypt?o=463&l=sp&t=sj&a=data|search-v3|navbl;;
Supervisor, Core Lab;ADNOC (Abu Dhabi National Oil Company) ;Abu Dhabi, United Arab Emirates ;20 days ago;Work From Home;Full TimeNot specified  R&D/Science  Pharmaceutical  Engineering - Mechanical/Electrical  Lab  Electrical Engineering  Electronics  Management  Medical  Science  Veterinary;https://wuzzuf.net/jobs/p/ahVD2aEGNrYz-Supervisor-Core-Lab-ADNOC-Abu-Dhabi-National-Oil-Company-Abu-Dhabi-United-Arab-Emirates?o=464&l=sp&t=sj&a=data|search-v3|navbl;;
Manager - Performance Marketing;Publicis Groupe ;Dubai, United Arab Emirates ;22 days ago;Full Time;Full TimeNot specified  Administration  Operations/Management  Sales/Retail  Microsoft Office  Sales  Administration  Management  Sales Skills  Office Management  Customer Service;https://wuzzuf.net/jobs/p/RoArtwnwecNS-Manager---Performance-Marketing-Publicis-Groupe-Dubai-United-Arab-Emirates?o=465&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Reservations Officer;Qatar Airways - Other locations ;Doha, Qatar ;1 hour ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Human Resources  Microsoft Office  Finance  Accounting  Business Administration  Administration  Commerce  Human Resources (HR);https://wuzzuf.net/jobs/p/PCOTGwwXgR2T-Senior-Reservations-Officer-Qatar-Airways---Other-locations-Doha-Qatar?o=466&l=sp&t=sj&a=data|search-v3|navbl;;
Drillers;People Dynamics ;Doha, Qatar ;1 hour ago;Full Time;"Full TimeNot specified  Engineering - Oil & Gas/Energy  drilling  engineering  oil &amp; gas";https://wuzzuf.net/jobs/p/tqzKmEKhL1MS-Drillers-People-Dynamics-Doha-Qatar?o=467&l=sp&t=sj&a=data|search-v3|navbl;;
Assurance - MERC - Resourcing Intern;PricewaterhouseCoopers ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Quality Assurance  Quality Control  Quality  QA  Engineering  Computer Science  Information Technology (IT);https://wuzzuf.net/jobs/p/YfqsEsNxU7zT-Assurance---MERC---Resourcing-Intern-PricewaterhouseCoopers-Dubai-United-Arab-Emirates?o=468&l=sp&t=sj&a=data|search-v3|navbl;;
Technical writing consultant;IQVIA Holdings Inc. ;Cairo, Egypt ;1 hour ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  SQL  Technical Support  Computer Engineering  Telecommunication;https://wuzzuf.net/jobs/p/dO3SrQrwR17m-Technical-writing-consultant-IQVIA-Holdings-Inc-Cairo-Egypt?o=469&l=sp&t=sj&a=data|search-v3|navbl;;
Process Engineer Level II;Worley Parsons ;Doha, Qatar ;1 hour ago;Full Time;Full TimeNot specified  IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  information technology (it)  computer science  engineering  software development  software  agile  technical support;https://wuzzuf.net/jobs/p/1OYSHOedA5xp-Process-Engineer-Level-II-Worley-Parsons-Doha-Qatar?o=470&l=sp&t=sj&a=data|search-v3|navbl;;
Investor Relations Lead;Salt Search Ltd ;Riyadh, Saudi Arabia ;1 hour ago;Full Time;Full TimeNot specified  Business Development  Marketing/PR/Advertising  Project/Program Management  Investor Relations  Business Development  Communication Skills  Project Management  Startup  Accounting  Finance;https://wuzzuf.net/jobs/p/wieZhIxPW6vx-Investor-Relations-Lead-Salt-Search-Ltd-Riyadh-Saudi-Arabia?o=471&l=sp&t=sj&a=data|search-v3|navbl;;
Business Analyst;Coty Inc ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Business Analysis  Information Technology (IT)  Computer Science  Analysis  Software Development  Software  Computer Engineering;https://wuzzuf.net/jobs/p/lYerz9zUW7GL-Business-Analyst-Coty-Inc-Dubai-United-Arab-Emirates?o=472&l=sp&t=sj&a=data|search-v3|navbl;;
Professional, DTC Merchandising;Under Armour, Inc. ;Alexandria, Egypt ;1 hour ago;Full Time;Full TimeNot specified  Customer Service/Support  Marketing/PR/Advertising  Sales/Retail  sales  sales skills  sales target  customer service  marketing  retail  management;https://wuzzuf.net/jobs/p/8CJ4KKjyMrGq-Professional-DTC-Merchandising-Under-Armour-Inc-Alexandria-Egypt?o=473&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Planning Manager (Consultancy);Mace Group ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  IT/Software Development  Project/Program Management  Sales/Retail  Project Management  Sales  Engineering  Planning  Sales Skills  Customer Service  Marketing;https://wuzzuf.net/jobs/p/B1dmjXiE4rTw-Senior-Planning-Manager-Consultancy-Mace-Group-Dubai-United-Arab-Emirates?o=474&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Manager - Enterprise System – Business Applications;DP World ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  IT/Software Development  Project/Program Management  Sales/Retail  Sales  Sales Skills  Customer Service  Project Management  Marketing  Information Technology (IT)  Customer Support;https://wuzzuf.net/jobs/p/x1xVRdPrB5JF-Senior-Manager---Enterprise-System-–-Business-Applications-DP-World-Dubai-United-Arab-Emirates?o=475&l=sp&t=sj&a=data|search-v3|navbl;;
Administrator;Wood ;Dubai, United Arab Emirates ;1 hour ago;Full Time;Full TimeNot specified  Administration  Customer Service/Support  Sales/Retail  Administration  Microsoft Office  Office Management  Business Administration  Admin  Secretary  Customer Service;https://wuzzuf.net/jobs/p/PqP1x3kuvvFe-Administrator-Wood-Dubai-United-Arab-Emirates?o=476&l=sp&t=sj&a=data|search-v3|navbl;;
Receptionist;Giza Arabia Systems ;Cairo, Egypt ;1 hour ago;Full Time;Full TimeNot specified  Administration  Customer Service/Support  Hospitality/Hotels/Food Services  Administration  Office Management  Microsoft Office  Admin  Secretary  Customer Service  Receptionist;https://wuzzuf.net/jobs/p/bAqvGlYl7arr-Receptionist-Giza-Arabia-Systems-Cairo-Egypt?o=477&l=sp&t=sj&a=data|search-v3|navbl;;
Sr. Electrical Quantity Surveying & Variation Orders Engineer;DME Holding ;Heliopolis, Cairo, Egypt ;2 hours ago;Full Time;Full TimeExperienced  6 - 9 Yrs of Exp  Engineering - Mechanical/Electrical  Mechanical Engineering  Technical Office Engineering  Quantity Surveying;https://wuzzuf.net/jobs/p/cHlW7PQE7Y6q-Sr-Electrical-Quantity-Surveying-Variation-Orders-Engineer-DME-Holding-Cairo-Egypt?o=478&l=sp&t=sj&a=data|search-v3|navbl;;
IT Manager;Dawi Clinics ;Maadi, Cairo, Egypt ;3 hours ago;Full Time;Full TimeManager  10 - 15 Yrs of Exp  IT/Software Development  Computer Engineering  Information Technology (IT)  Project Management  Skills  Communication  Software  Engineering  analytical  Communication skills;https://wuzzuf.net/jobs/p/wkcwvw2ZKWO1-IT-Manager-Dawi-Clinics-Cairo-Egypt?o=479&l=sp&t=sj&a=data|search-v3|navbl;;
IBM Middleware Admin;Royal Cyber ;New Cairo, Cairo, Egypt ;3 hours ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  IT/Software Development  Ibm  Engineering  System Admin;https://wuzzuf.net/jobs/p/1t2xiG4iPwcQ-IBM-Middleware-Admin-Royal-Cyber-Cairo-Egypt?o=480&l=sp&t=sj&a=data|search-v3|navbl;;
General Accountant;SF Egypt ;Garden City, Cairo, Egypt ;5 hours ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  males_only  Accounting/Finance  Banking  Communication  English  Finance  Financial Analysis  Financial Management  excel  office  QuickBooks;https://wuzzuf.net/jobs/p/0YAqcDyGFJU4-General-Accountant-SF-Egypt-Cairo-Egypt?o=481&l=sp&t=sj&a=data|search-v3|navbl;;
Implementer;DXC.technology ;Cairo, Egypt ;21 hours ago;Full Time;Full TimeNot specified  Accounting/Finance  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Implementation  ERP  Engineering  Software Development  Accounting;https://wuzzuf.net/jobs/p/VyuNkCvOLG5G-Implementer-DXC-technology-Cairo-Egypt?o=482&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Manager – Digital Advertising;Salt Search Ltd ;Dubai, United Arab Emirates ;21 hours ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Sales  Marketing  Advertising  Sales Skills  Digital Marketing  Media  Account Management;https://wuzzuf.net/jobs/p/lhFF0yvXqHzu-Sales-Manager-–-Digital-Advertising-Salt-Search-Ltd-Dubai-United-Arab-Emirates?o=483&l=sp&t=sj&a=data|search-v3|navbl;;
Associate Director - Corporate Finance, Valuation (O&G/ Energy/ Utilities);KPMG Fakhro ;Dubai, United Arab Emirates ;21 hours ago;Full Time;Full TimeNot specified  Administration  Engineering - Construction/Civil/Architecture  Project/Program Management  Engineering  Management  Quality Control  Project Management  Architecture  CPD  Civil Engineering;https://wuzzuf.net/jobs/p/PiVY2LLctRdg-Associate-Director---Corporate-Finance-Valuation-OG-Energy-Utilities-KPMG-Fakhro-Dubai-United-Arab-Emirates?o=484&l=sp&t=sj&a=data|search-v3|navbl;;
"ENGINEER, ESTIMATION "" Precast Civil ""- AB";alfanar Group ;Riyadh, Saudi Arabia ;21 hours ago;Full Time;Full TimeNot specified  Engineering - Construction/Civil/Architecture  Purchasing/Procurement  Engineering - Mechanical/Electrical  Civil Engineering  Engineering  Construction  Civil  Cost Estimation  Estimation  Procurement;https://wuzzuf.net/jobs/p/dvUepixY4D91-ENGINEER-ESTIMATION-Precast-Civil---AB-alfanar-Group-Riyadh-Saudi-Arabia?o=485&l=sp&t=sj&a=data|search-v3|navbl;;
Procurement Specialist - Saudi Arabia;Giza Arabia ;Riyadh, Saudi Arabia ;21 hours ago;Full Time;Full TimeNot specified  Administration  Logistics/Supply Chain  Purchasing/Procurement  Procurement  Purchasing  Supply Chain  Logistics  Microsoft Office  Computer Skills  ERP;https://wuzzuf.net/jobs/p/NZccePqqwSZt-Procurement-Specialist---Saudi-Arabia-Giza-Arabia-Riyadh-Saudi-Arabia?o=486&l=sp&t=sj&a=data|search-v3|navbl;;
Faculty Position | MIS;American University of Sharjah ;Sharjah, United Arab Emirates ;21 hours ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  information technology (it)  engineering  computer science  sales  education  finance  accounting;https://wuzzuf.net/jobs/p/7HkUvkL7Mm2d-Faculty-Position-MIS-American-University-of-Sharjah-Sharjah-United-Arab-Emirates?o=487&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Sales Manager;Salt Search Ltd ;Dubai, United Arab Emirates ;21 hours ago;Full Time;Full TimeNot specified  Customer Service/Support  IT/Software Development  Sales/Retail  Sales  Sales Skills  Sales Target  Customer Service  Customer Support  Customer Care  Marketing;https://wuzzuf.net/jobs/p/7UIGvcgplHIs-Senior-Sales-Manager-Salt-Search-Ltd-Dubai-United-Arab-Emirates?o=488&l=sp&t=sj&a=data|search-v3|navbl;;
Implementation Consultant (Veson IMOS Platform);Charterhouse Middle East ;Dubai, United Arab Emirates ;21 hours ago;Full Time;Full TimeNot specified  Accounting/Finance  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  ERP  Computer Science  Accounting  Implementation  Business  Software;https://wuzzuf.net/jobs/p/LF1zs47ggozE-Implementation-Consultant-Veson-IMOS-Platform-Charterhouse-Middle-East-Dubai-United-Arab-Emirates?o=489&l=sp&t=sj&a=data|search-v3|navbl;;
ASSISTANT CLINICAL RESEARCH COORDINATOR;King Faisal Specialist Hospital & Research Centre ;Riyadh, Saudi Arabia ;22 hours ago;Full Time;Full TimeNot specified  Administration  Marketing/PR/Advertising  Sales/Retail  marketing  microsoft office  market research  sales  research  medical  management;https://wuzzuf.net/jobs/p/iJnf8AepOuKS-ASSISTANT-CLINICAL-RESEARCH-COORDINATOR-King-Faisal-Specialist-Hospital-Research-Centre-Riyadh-Saudi-Arabia?o=490&l=sp&t=sj&a=data|search-v3|navbl;;
Materials Officer - Saudi National;Rotana Hotel Management Corporation ;Riyadh, Saudi Arabia ;22 hours ago;Full Time;Full TimeNot specified  Administration  Logistics/Supply Chain  Marketing/PR/Advertising  microsoft office  administration  logistics  marketing  purchasing  english  customer service;https://wuzzuf.net/jobs/p/9JgYYSKs8Cci-Materials-Officer---Saudi-National-Rotana-Hotel-Management-Corporation-Riyadh-Saudi-Arabia?o=491&l=sp&t=sj&a=data|search-v3|navbl;;
